Word ,Context. diversity,Freq. per million,Word Form,Coverage
2720,28.7%,30.9,enfermera,86.1%
2721,28.7%,27.8,carita,86.1%
2722,28.7%,27.8,traiga,86.1%
2723,28.7%,25.7,queriendo,86.1%
2724,28.7%,25.4,fortuna,86.1%
2725,28.7%,25.3,sabiendo,86.1%
2726,28.7%,25.1,dímelo,86.1%
2727,28.7%,24.5,sinceramente,86.2%
2728,28.7%,23.2,tráfico,86.2%
2729,28.7%,23.1,adonde,86.2%
2730,28.7%,21.4,consciente,86.2%
2731,28.7%,21.3,maneja,86.2%
2732,28.7%,20.0,tono,86.2%
2733,28.7%,20.0,tomas,86.2%
2734,28.7%,19.9,moleste,86.2%
2735,28.7%,19.9,espaldas,86.2%
2736,28.7%,19.7,cuadro,86.2%
2737,28.7%,19.6,encontraste,86.2%
2738,28.7%,19.0,ayudado,86.2%
2739,28.7%,18.5,cometido,86.2%
2740,28.7%,17.9,sacarlo,86.2%
2741,28.7%,17.8,distinta,86.2%
2742,28.7%,17.8,ladrón,86.2%
2743,28.7%,17.2,darse,86.2%
2744,28.7%,16.9,echado,86.2%
2745,28.7%,16.9,medidas,86.2%
2746,28.7%,16.8,queden,86.2%
2747,28.7%,16.8,absurdo,86.2%
2748,28.7%,16.8,producto,86.2%
2749,28.7%,16.7,azúcar,86.2%
2750,28.7%,16.6,arreglado,86.2%
2751,28.7%,16.4,cambios,86.2%
2752,28.7%,16.4,sucio,86.2%
2753,28.7%,15.5,tamaño,86.2%
2754,28.7%,15.1,llevarte,86.2%
2755,28.7%,14.6,cambie,86.2%
2756,28.7%,14.2,podré,86.2%
2757,28.7%,14.0,acostumbrado,86.2%
2758,28.7%,13.7,roja,86.2%
2759,28.7%,13.2,respuestas,86.2%
2760,28.7%,13.0,comprado,86.2%
2761,28.7%,12.6,oscuro,86.2%
2762,28.7%,9.9,fundamental,86.2%
2763,28.5%,39.6,taller,86.2%
2764,28.5%,32.4,león,86.2%
2765,28.5%,25.7,déjala,86.2%
2766,28.5%,25.3,refieres,86.2%
2767,28.5%,23.7,solito,86.2%
2768,28.5%,23.2,área,86.2%
2769,28.5%,22.2,montaña,86.2%
2770,28.5%,21.8,débil,86.2%
2771,28.5%,21.7,peligrosa,86.2%
2772,28.5%,21.0,lavar,86.2%
2773,28.5%,20.6,estudiando,86.2%
2774,28.5%,20.5,página,86.2%
2775,28.5%,20.4,vendiendo,86.2%
2776,28.5%,19.7,intentó,86.2%
2777,28.5%,18.3,propiedad,86.2%
2778,28.5%,18.3,sirva,86.2%
2779,28.5%,16.8,sufrido,86.2%
2780,28.5%,16.8,papa,86.3%
2781,28.5%,16.6,estómago,86.3%
2782,28.5%,16.0,déjate,86.3%
2783,28.5%,15.9,hacernos,86.3%
2784,28.5%,15.7,regalos,86.3%
2785,28.5%,15.5,búsqueda,86.3%
2786,28.5%,15.1,estaremos,86.3%
2787,28.5%,14.9,alcanzar,86.3%
2788,28.5%,14.3,cómodo,86.3%
2789,28.5%,14.0,pasaría,86.3%
2790,28.5%,13.8,venían,86.3%
2791,28.5%,13.4,acompañado,86.3%
2792,28.5%,13.3,conexión,86.3%
2793,28.5%,13.3,pasará,86.3%
2794,28.5%,12.8,gracioso,86.3%
2795,28.5%,12.2,sentimos,86.3%
2796,28.5%,12.1,básicamente,86.3%
2797,28.5%,11.5,dará,86.3%
2798,28.5%,11.4,frase,86.3%
2799,28.5%,10.9,desconocido,86.3%
2800,28.5%,10.7,despierto,86.3%
2801,28.5%,7.8,idioma,86.3%
2802,28.2%,329.8,armando,86.3%
2803,28.2%,63.5,veras,86.3%
2804,28.2%,46.1,marco,86.3%
2805,28.2%,44.8,disco,86.3%
2806,28.2%,39.4,discúlpeme,86.3%
2807,28.2%,38.0,clínica,86.3%
2808,28.2%,37.5,lárgate,86.3%
2809,28.2%,28.0,gira,86.3%
2810,28.2%,24.8,escenario,86.3%
2811,28.2%,24.4,robaron,86.3%
2812,28.2%,23.3,tragedia,86.3%
2813,28.2%,22.3,té,86.4%
2814,28.2%,22.0,perdimos,86.4%
2815,28.2%,21.5,documento,86.4%
2816,28.2%,21.4,compras,86.4%
2817,28.2%,19.6,ruta,86.4%
2818,28.2%,19.6,espejo,86.4%
2819,28.2%,18.6,mundial,86.4%
2820,28.2%,18.3,lamentablemente,86.4%
2821,28.2%,17.8,pierda,86.4%
2822,28.2%,17.3,momentito,86.4%
2823,28.2%,16.7,positivo,86.4%
2824,28.2%,15.6,usando,86.4%
2825,28.2%,15.5,largas,86.4%
2826,28.2%,15.3,aprende,86.4%
2827,28.2%,15.3,preguntado,86.4%
2828,28.2%,14.9,levántate,86.4%
2829,28.2%,13.7,robando,86.4%
2830,28.2%,13.4,efecto,86.4%
2831,28.2%,13.2,quemar,86.4%
2832,28.2%,12.9,superior,86.4%
2833,28.2%,12.7,bajó,86.4%
2834,28.2%,12.7,convirtió,86.4%
2835,28.2%,12.4,oigo,86.4%
2836,28.2%,11.5,barato,86.4%
2837,28.2%,9.5,desaparece,86.4%
2838,27.9%,241.6,okey,86.4%
2839,27.9%,110.6,victoria,86.4%
2840,27.9%,79.7,mm,86.4%
2841,27.9%,48.8,váyase,86.4%
2842,27.9%,39.9,evento,86.4%
2843,27.9%,37.6,shh,86.4%
2844,27.9%,35.4,cadena,86.4%
2845,27.9%,32.9,móvil,86.5%
2846,27.9%,30.5,habéis,86.5%
2847,27.9%,27.3,peleando,86.5%
2848,27.9%,27.0,sospechoso,86.5%
2849,27.9%,26.3,tenéis,86.5%
2850,27.9%,24.2,quitó,86.5%
2851,27.9%,23.1,sientas,86.5%
2852,27.9%,22.7,periódico,86.5%
2853,27.9%,22.2,orgullosa,86.5%
2854,27.9%,21.5,disparar,86.5%
2855,27.9%,20.5,encantar,86.5%
2856,27.9%,20.4,sufriendo,86.5%
2857,27.9%,20.2,pecado,86.5%
2858,27.9%,20.2,promesa,86.5%
2859,27.9%,19.5,identidad,86.5%
2860,27.9%,18.9,asegurar,86.5%
2861,27.9%,18.3,prometido,86.5%
2862,27.9%,18.1,comprobar,86.5%
2863,27.9%,17.5,cerdo,86.5%
2864,27.9%,17.5,entro,86.5%
2865,27.9%,17.4,recibió,86.5%
2866,27.9%,17.1,saquen,86.5%
2867,27.9%,16.9,ayudarnos,86.5%
2868,27.9%,16.6,trabajan,86.5%
2869,27.9%,16.4,trabajamos,86.5%
2870,27.9%,16.3,planeta,86.5%
2871,27.9%,16.0,traigan,86.5%
2872,27.9%,15.4,acabaron,86.5%
2873,27.9%,15.2,conozca,86.5%
2874,27.9%,15.0,durar,86.5%
2875,27.9%,15.0,rodillas,86.5%
2876,27.9%,14.3,miras,86.5%
2877,27.9%,13.5,pico,86.5%
2878,27.9%,13.2,llores,86.5%
2879,27.9%,12.8,pidieron,86.5%
2880,27.9%,12.5,comunidad,86.5%
2881,27.9%,12.5,viajes,86.5%
2882,27.9%,12.2,código,86.5%
2883,27.9%,12.2,tiró,86.5%
2884,27.9%,10.8,cuarenta,86.5%
2885,27.9%,10.5,serían,86.5%
2886,27.7%,200.2,órale,86.5%
2887,27.7%,151.2,querés,86.6%
2888,27.7%,116.3,ándale,86.6%
2889,27.7%,49.7,socios,86.6%
2890,27.7%,41.6,hermanito,86.6%
2891,27.7%,38.6,leo,86.6%
2892,27.7%,37.4,quite,86.6%
2893,27.7%,32.2,contarle,86.6%
2894,27.7%,32.2,felicito,86.6%
2895,27.7%,31.6,besito,86.6%
2896,27.7%,30.8,puerto,86.6%
2897,27.7%,23.7,fantasma,86.6%
2898,27.7%,22.6,chocolate,86.6%
2899,27.7%,22.5,ilegal,86.6%
2900,27.7%,22.4,tardar,86.6%
2901,27.7%,22.0,líder,86.6%
2902,27.7%,21.3,agarró,86.6%
2903,27.7%,20.1,batalla,86.6%
2904,27.7%,19.5,s,86.6%
2905,27.7%,19.2,viniera,86.6%
2906,27.7%,19.0,ejercicio,86.6%
2907,27.7%,19.0,teatro,86.6%
2908,27.7%,18.9,sirvió,86.6%
2909,27.7%,18.6,encuentran,86.6%
2910,27.7%,18.6,estación,86.6%
2911,27.7%,18.6,tremendo,86.6%
2912,27.7%,17.4,convencido,86.6%
2913,27.7%,16.9,retiro,86.6%
2914,27.7%,16.8,propongo,86.6%
2915,27.7%,16.0,cocinar,86.6%
2916,27.7%,15.2,ocupar,86.6%
2917,27.7%,14.6,confesar,86.6%
2918,27.7%,13.8,escribió,86.6%
2919,27.7%,12.6,tendrán,86.6%
2920,27.7%,12.5,trabajos,86.6%
2921,27.7%,12.1,olvido,86.6%
2922,27.7%,10.9,costumbre,86.6%
2923,27.7%,10.7,notas,86.6%
2924,27.7%,10.4,absoluta,86.6%
2925,27.7%,9.9,concepto,86.6%
2926,27.4%,48.1,campaña,86.7%
2927,27.4%,37.8,entendiste,86.7%
2928,27.4%,32.5,metida,86.7%
2929,27.4%,27.5,matarme,86.7%
2930,27.4%,26.5,dejemos,86.7%
2931,27.4%,26.1,d,86.7%
2932,27.4%,25.5,pelotas,86.7%
2933,27.4%,23.2,pegó,86.7%
2934,27.4%,22.8,regresa,86.7%
2935,27.4%,21.0,harto,86.7%
2936,27.4%,20.2,instrucciones,86.7%
2937,27.4%,19.6,llamaste,86.7%
2938,27.4%,19.1,seria,86.7%
2939,27.4%,19.1,monstruo,86.7%
2940,27.4%,18.9,crédito,86.7%
2941,27.4%,18.7,américa,86.7%
2942,27.4%,18.6,suficientes,86.7%
2943,27.4%,18.0,utilizar,86.7%
2944,27.4%,17.8,egoísta,86.7%
2945,27.4%,17.8,odia,86.7%
2946,27.4%,17.4,pantalones,86.7%
2947,27.4%,17.2,buscarte,86.7%
2948,27.4%,17.0,fuéramos,86.7%
2949,27.4%,16.7,vía,86.7%
2950,27.4%,16.3,diles,86.7%
2951,27.4%,16.1,preparados,86.7%
2952,27.4%,16.1,vuelvan,86.7%
2953,27.4%,16.0,llévate,86.7%
2954,27.4%,15.9,llenar,86.7%
2955,27.4%,15.6,seguí,86.7%
2956,27.4%,15.5,llámame,86.7%
2957,27.4%,15.3,pelos,86.7%
2958,27.4%,15.1,importan,86.7%
2959,27.4%,14.6,movimientos,86.7%
2960,27.4%,13.9,sed,86.7%
2961,27.4%,13.2,buenísima,86.7%
2962,27.4%,13.2,volverá,86.7%
2963,27.4%,13.0,tirando,86.7%
2964,27.4%,12.8,aquello,86.7%
2965,27.4%,12.6,avisado,86.7%
2966,27.4%,12.6,reacción,86.7%
2967,27.4%,12.5,demasiada,86.7%
2968,27.4%,12.3,planta,86.7%
2969,27.4%,11.7,cambian,86.7%
2970,27.4%,11.7,olvidé,86.7%
2971,27.4%,11.5,teoría,86.7%
2972,27.4%,11.2,grito,86.7%
2973,27.4%,11.1,toman,86.7%
2974,27.4%,11.0,desesperado,86.7%
2975,27.4%,9.5,juventud,86.7%
2976,27.1%,117.1,doctora,86.8%
2977,27.1%,65.2,camioneta,86.8%
2978,27.1%,43.9,celos,86.8%
2979,27.1%,34.7,empleados,86.8%
2980,27.1%,27.9,celoso,86.8%
2981,27.1%,24.5,necesite,86.8%
2982,27.1%,24.2,aclarar,86.8%
2983,27.1%,22.9,merezco,86.8%
2984,27.1%,22.8,mandaron,86.8%
2985,27.1%,22.1,castigo,86.8%
2986,27.1%,21.9,delicado,86.8%
2987,27.1%,21.4,fiel,86.8%
2988,27.1%,21.3,quito,86.8%
2989,27.1%,21.2,salva,86.8%
2990,27.1%,20.5,motivos,86.8%
2991,27.1%,20.3,suave,86.8%
2992,27.1%,20.1,compañera,86.8%
2993,27.1%,19.7,declarar,86.8%
2994,27.1%,19.4,alturas,86.8%
2995,27.1%,19.0,jardín,86.8%
2996,27.1%,18.5,efectivo,86.8%
2997,27.1%,18.3,ayudarle,86.8%
2998,27.1%,18.2,uniforme,86.8%
2999,27.1%,17.9,mueva,86.8%
3000,27.1%,17.4,incapaz,86.8%
3001,27.1%,17.2,maletas,86.8%
3002,27.1%,16.4,discurso,86.8%
3003,27.1%,16.2,supuestamente,86.8%
3004,27.1%,16.1,asiento,86.8%
3005,27.1%,16.1,regalar,86.8%
3006,27.1%,15.6,etapa,86.8%
3007,27.1%,15.4,vehículo,86.8%
3008,27.1%,15.1,puente,86.8%
3009,27.1%,14.9,buscado,86.8%
3010,27.1%,14.6,pregúntale,86.8%
3011,27.1%,14.3,entran,86.8%
3012,27.1%,14.2,molesto,86.8%
3013,27.1%,12.9,estarán,86.8%
3014,27.1%,12.8,parto,86.8%
3015,27.1%,12.6,sienten,86.8%
3016,27.1%,12.3,instante,86.8%
3017,27.1%,11.7,habrás,86.8%
3018,27.1%,11.5,cuentan,86.8%
3019,27.1%,11.2,siglo,86.8%
3020,27.1%,9.2,apaga,86.8%
3021,27.1%,8.7,escribe,86.8%
3022,27.1%,8.5,subí,86.8%
3023,26.9%,62.6,periodista,86.8%
3024,26.9%,28.0,descanse,86.8%
3025,26.9%,27.2,flor,86.9%
3026,26.9%,26.9,encerrada,86.9%
3027,26.9%,24.6,dudo,86.9%
3028,26.9%,24.0,competencia,86.9%
3029,26.9%,23.8,busque,86.9%
3030,26.9%,23.8,medicina,86.9%
3031,26.9%,23.6,estupidez,86.9%
3032,26.9%,22.3,separar,86.9%
3033,26.9%,21.8,obligación,86.9%
3034,26.9%,21.6,whisky,86.9%
3035,26.9%,20.0,pensarlo,86.9%
3036,26.9%,19.7,amar,86.9%
3037,26.9%,19.4,nuevamente,86.9%
3038,26.9%,19.3,pagó,86.9%
3039,26.9%,18.2,autoridad,86.9%
3040,26.9%,18.0,abandonar,86.9%
3041,26.9%,17.6,dejarte,86.9%
3042,26.9%,16.8,romántico,86.9%
3043,26.9%,16.7,armado,86.9%
3044,26.9%,16.7,sirven,86.9%
3045,26.9%,16.7,disparo,86.9%
3046,26.9%,16.6,urgencia,86.9%
3047,26.9%,16.0,suba,86.9%
3048,26.9%,15.4,infarto,86.9%
3049,26.9%,15.2,sacarme,86.9%
3050,26.9%,15.0,enviar,86.9%
3051,26.9%,14.7,comienzo,86.9%
3052,26.9%,14.7,prioridad,86.9%
3053,26.9%,14.4,subió,86.9%
3054,26.9%,14.4,tren,86.9%
3055,26.9%,14.3,intentarlo,86.9%
3056,26.9%,14.3,tomen,86.9%
3057,26.9%,14.2,evidentemente,86.9%
3058,26.9%,13.8,buscarme,86.9%
3059,26.9%,13.7,llevarme,86.9%
3060,26.9%,13.2,pierdo,86.9%
3061,26.9%,13.2,suelto,86.9%
3062,26.9%,13.1,especiales,86.9%
3063,26.9%,12.9,leyendo,86.9%
3064,26.9%,12.9,conseguimos,86.9%
3065,26.9%,12.7,seres,86.9%
3066,26.9%,12.4,límite,86.9%
3067,26.9%,12.3,metemos,86.9%
3068,26.9%,12.2,caen,86.9%
3069,26.9%,11.7,sonar,86.9%
3070,26.9%,11.1,descubierto,86.9%
3071,26.9%,10.7,convierte,86.9%
3072,26.6%,41.6,divino,86.9%
3073,26.6%,37.2,asesinato,86.9%
3074,26.6%,36.3,cositas,86.9%
3075,26.6%,33.9,flaco,86.9%
3076,26.6%,33.0,militar,86.9%
3077,26.6%,26.8,dueña,86.9%
3078,26.6%,25.8,terapia,87.0%
3079,26.6%,22.8,novedad,87.0%
3080,26.6%,21.6,apúrate,87.0%
3081,26.6%,20.1,gastos,87.0%
3082,26.6%,19.9,uf,87.0%
3083,26.6%,19.1,colgar,87.0%
3084,26.6%,18.9,bendición,87.0%
3085,26.6%,18.5,expediente,87.0%
3086,26.6%,18.5,segundito,87.0%
3087,26.6%,18.5,despedir,87.0%
3088,26.6%,17.7,inmediato,87.0%
3089,26.6%,17.7,brindis,87.0%
3090,26.6%,17.5,faltar,87.0%
3091,26.6%,17.4,verle,87.0%
3092,26.6%,17.2,abran,87.0%
3093,26.6%,17.1,teléfonos,87.0%
3094,26.6%,16.8,metan,87.0%
3095,26.6%,16.8,suceder,87.0%
3096,26.6%,15.3,espectáculo,87.0%
3097,26.6%,13.7,quitarle,87.0%
3098,26.6%,13.3,plena,87.0%
3099,26.6%,12.5,profesionales,87.0%
3100,26.6%,12.2,tensión,87.0%
3101,26.6%,11.8,gastar,87.0%
3102,26.6%,11.8,quitarme,87.0%
3103,26.6%,11.0,firmado,87.0%
3104,26.6%,10.8,perdemos,87.0%
3105,26.6%,10.7,encontraba,87.0%
3106,26.6%,10.6,serlo,87.0%
3107,26.6%,10.6,situaciones,87.0%
3108,26.6%,10.5,leído,87.0%
3109,26.6%,9.9,continúa,87.0%
3110,26.6%,9.6,preguntan,87.0%
3111,26.3%,387.5,güey,87.0%
3112,26.3%,141.5,mirá,87.1%
3113,26.3%,91.8,jorge,87.1%
3114,26.3%,67.8,bye,87.1%
3115,26.3%,63.4,julio,87.1%
3116,26.3%,37.6,entendió,87.1%
3117,26.3%,33.6,entienda,87.1%
3118,26.3%,28.7,imagina,87.1%
3119,26.3%,27.4,estáis,87.1%
3120,26.3%,25.7,colaborar,87.1%
3121,26.3%,25.7,kilos,87.1%
3122,26.3%,23.0,decente,87.1%
3123,26.3%,22.8,logró,87.1%
3124,26.3%,21.8,territorio,87.1%
3125,26.3%,21.7,cometer,87.1%
3126,26.3%,19.6,contratar,87.1%
3127,26.3%,19.4,amén,87.1%
3128,26.3%,19.0,injusto,87.1%
3129,26.3%,18.9,ayudarlo,87.1%
3130,26.3%,17.7,recomiendo,87.1%
3131,26.3%,15.8,lección,87.1%
3132,26.3%,15.5,pensabas,87.1%
3133,26.3%,15.3,pedirme,87.1%
3134,26.3%,15.2,salgamos,87.1%
3135,26.3%,14.6,ocultar,87.1%
3136,26.3%,14.4,madrugada,87.1%
3137,26.3%,13.8,llegara,87.1%
3138,26.3%,13.4,fuente,87.1%
3139,26.3%,13.3,humilde,87.1%
3140,26.3%,12.9,dándole,87.1%
3141,26.3%,12.8,grupos,87.1%
3142,26.3%,12.7,escuchen,87.1%
3143,26.3%,12.6,mantiene,87.1%
3144,26.3%,12.6,gesto,87.1%
3145,26.3%,12.2,inicio,87.1%
3146,26.3%,12.2,absoluto,87.1%
3147,26.3%,12.1,falla,87.1%
3148,26.3%,11.9,atento,87.1%
3149,26.3%,11.6,trataba,87.1%
3150,26.3%,11.4,venden,87.1%
3151,26.3%,11.4,experto,87.1%
3152,26.3%,10.6,motor,87.1%
3153,26.3%,10.2,humo,87.1%
3154,26.3%,8.5,hacíamos,87.1%
3155,26.3%,8.2,típico,87.1%
3156,26.3%,7.7,antiguo,87.1%
3157,26.1%,36.9,patio,87.1%
3158,26.1%,35.4,inteligencia,87.2%
3159,26.1%,26.6,rueda,87.2%
3160,26.1%,25.7,felicitaciones,87.2%
3161,26.1%,25.3,ayudarla,87.2%
3162,26.1%,24.7,enteró,87.2%
3163,26.1%,24.7,soporto,87.2%
3164,26.1%,22.7,aguas,87.2%
3165,26.1%,22.7,dato,87.2%
3166,26.1%,20.6,cago,87.2%
3167,26.1%,18.5,dejarla,87.2%
3168,26.1%,18.3,traición,87.2%
3169,26.1%,18.0,sacarle,87.2%
3170,26.1%,18.0,navidad,87.2%
3171,26.1%,17.6,echarle,87.2%
3172,26.1%,17.4,consejos,87.2%
3173,26.1%,16.9,preocuparte,87.2%
3174,26.1%,16.9,modos,87.2%
3175,26.1%,16.7,cuerpos,87.2%
3176,26.1%,16.3,logrado,87.2%
3177,26.1%,16.3,preocuparse,87.2%
3178,26.1%,15.8,sorpresas,87.2%
3179,26.1%,15.4,heridas,87.2%
3180,26.1%,15.3,echaron,87.2%
3181,26.1%,14.2,planeado,87.2%
3182,26.1%,13.7,participar,87.2%
3183,26.1%,13.7,título,87.2%
3184,26.1%,13.6,baila,87.2%
3185,26.1%,13.4,billetes,87.2%
3186,26.1%,13.2,llamarme,87.2%
3187,26.1%,13.1,disfrutando,87.2%
3188,26.1%,13.1,sonido,87.2%
3189,26.1%,12.9,hacerla,87.2%
3190,26.1%,12.7,únicos,87.2%
3191,26.1%,12.4,organizado,87.2%
3192,26.1%,12.1,enterarse,87.2%
3193,26.1%,12.0,árbol,87.2%
3194,26.1%,11.8,esconde,87.2%
3195,26.1%,11.4,regla,87.2%
3196,26.1%,11.1,subo,87.2%
3197,26.1%,11.1,demos,87.2%
3198,26.1%,10.8,explica,87.2%
3199,26.1%,10.7,puesta,87.2%
3200,26.1%,10.7,raras,87.2%
3201,26.1%,10.4,partida,87.2%
3202,26.1%,10.0,lento,87.2%
3203,26.1%,9.3,rompe,87.2%
3204,26.1%,8.8,conocida,87.2%
3205,26.1%,8.7,lee,87.2%
3206,26.1%,7.4,infancia,87.2%
3207,25.8%,177.0,sabés,87.2%
3208,25.8%,40.6,asistente,87.2%
3209,25.8%,29.5,penal,87.2%
3210,25.8%,27.9,porquería,87.3%
3211,25.8%,27.1,permítame,87.3%
3212,25.8%,26.2,encantó,87.3%
3213,25.8%,25.3,víctimas,87.3%
3214,25.8%,24.5,hablarle,87.3%
3215,25.8%,24.4,periodistas,87.3%
3216,25.8%,23.9,enfrentar,87.3%
3217,25.8%,23.7,hermanas,87.3%
3218,25.8%,22.2,envidia,87.3%
3219,25.8%,20.7,logramos,87.3%
3220,25.8%,20.6,gustas,87.3%
3221,25.8%,19.7,casarse,87.3%
3222,25.8%,19.5,asesinos,87.3%
3223,25.8%,19.4,recuerde,87.3%
3224,25.8%,19.0,avisa,87.3%
3225,25.8%,18.8,tumba,87.3%
3226,25.8%,18.7,denunciar,87.3%
3227,25.8%,18.0,angustia,87.3%
3228,25.8%,17.7,sano,87.3%
3229,25.8%,17.6,caiga,87.3%
3230,25.8%,17.6,saludos,87.3%
3231,25.8%,16.4,cajas,87.3%
3232,25.8%,16.3,comisión,87.3%
3233,25.8%,16.0,claras,87.3%
3234,25.8%,16.0,haberle,87.3%
3235,25.8%,15.5,cómoda,87.3%
3236,25.8%,15.5,muchísima,87.3%
3237,25.8%,15.3,revista,87.3%
3238,25.8%,15.3,lleves,87.3%
3239,25.8%,15.1,insoportable,87.3%
3240,25.8%,14.9,cuchillo,87.3%
3241,25.8%,14.7,mapa,87.3%
3242,25.8%,13.9,ideal,87.3%
3243,25.8%,13.7,conociste,87.3%
3244,25.8%,13.7,sensible,87.3%
3245,25.8%,13.6,busqué,87.3%
3246,25.8%,12.8,guardado,87.3%
3247,25.8%,12.2,pasear,87.3%
3248,25.8%,11.9,cumplido,87.3%
3249,25.8%,11.7,iría,87.3%
3250,25.8%,11.3,seguía,87.3%
3251,25.8%,11.2,controlado,87.3%
3252,25.8%,10.9,pesa,87.3%
3253,25.8%,10.8,aprendiendo,87.3%
3254,25.8%,10.7,disfruten,87.3%
3255,25.8%,10.2,hacerles,87.3%
3256,25.8%,10.1,invita,87.3%
3257,25.8%,10.0,habrán,87.3%
3258,25.8%,9.5,técnica,87.3%
3259,25.8%,9.2,huesos,87.3%
3260,25.5%,229.9,pinche,87.4%
3261,25.5%,105.5,ana,87.4%
3262,25.5%,45.6,autoridades,87.4%
3263,25.5%,35.5,fresco,87.4%
3264,25.5%,32.8,garcía,87.4%
3265,25.5%,28.3,examen,87.4%
3266,25.5%,26.9,delincuente,87.4%
3267,25.5%,25.8,veré,87.4%
3268,25.5%,21.2,pobrecito,87.4%
3269,25.5%,21.0,aparezca,87.4%
3270,25.5%,20.6,avisas,87.4%
3271,25.5%,19.9,famosa,87.4%
3272,25.5%,19.1,acepta,87.4%
3273,25.5%,18.4,manejando,87.4%
3274,25.5%,17.6,temo,87.4%
3275,25.5%,17.4,despacito,87.4%
3276,25.5%,17.1,caigo,87.4%
3277,25.5%,17.1,plano,87.4%
3278,25.5%,16.9,prestar,87.4%
3279,25.5%,16.3,temporada,87.4%
3280,25.5%,16.2,interesado,87.4%
3281,25.5%,16.1,soportar,87.4%
3282,25.5%,15.8,hablaron,87.4%
3283,25.5%,15.6,decides,87.4%
3284,25.5%,15.2,soledad,87.4%
3285,25.5%,15.1,oídos,87.4%
3286,25.5%,14.9,pintura,87.4%
3287,25.5%,14.7,drama,87.4%
3288,25.5%,14.3,inventar,87.4%
3289,25.5%,13.7,bajas,87.4%
3290,25.5%,13.7,superar,87.4%
3291,25.5%,13.6,pierdas,87.4%
3292,25.5%,13.5,ganaste,87.4%
3293,25.5%,13.5,preferiría,87.4%
3294,25.5%,13.4,grabando,87.4%
3295,25.5%,12.9,explicarte,87.4%
3296,25.5%,12.7,queridos,87.4%
3297,25.5%,12.5,independiente,87.4%
3298,25.5%,12.4,entendemos,87.4%
3299,25.5%,12.2,enseño,87.4%
3300,25.5%,11.8,murieron,87.4%
3301,25.5%,11.7,tratan,87.4%
3302,25.5%,11.6,tocaba,87.4%
3303,25.5%,11.5,cayendo,87.4%
3304,25.5%,11.0,gritando,87.4%
3305,25.5%,10.8,bolso,87.4%
3306,25.5%,10.5,conocimiento,87.4%
3307,25.5%,10.1,elegido,87.4%
3308,25.5%,9.9,descubrí,87.4%
3309,25.5%,9.8,caminos,87.4%
3310,25.5%,9.8,pusimos,87.4%
3311,25.5%,9.5,asustado,87.4%
3312,25.5%,9.1,esperado,87.4%
3313,25.5%,8.8,comen,87.5%
3314,25.5%,7.6,quinto,87.5%
3315,25.3%,144.8,diego,87.5%
3316,25.3%,38.7,negociar,87.5%
3317,25.3%,29.6,lópez,87.5%
3318,25.3%,24.6,respeta,87.5%
3319,25.3%,23.8,fíjese,87.5%
3320,25.3%,22.3,eche,87.5%
3321,25.3%,21.3,comercial,87.5%
3322,25.3%,21.0,autorización,87.5%
3323,25.3%,19.4,parió,87.5%
3324,25.3%,19.0,c,87.5%
3325,25.3%,18.5,equivocada,87.5%
3326,25.3%,18.5,ruego,87.5%
3327,25.3%,18.4,resultó,87.5%
3328,25.3%,17.7,bestia,87.5%
3329,25.3%,17.6,i,87.5%
3330,25.3%,16.9,contarme,87.5%
3331,25.3%,16.5,china,87.5%
3332,25.3%,16.4,pasta,87.5%
3333,25.3%,16.3,estarías,87.5%
3334,25.3%,15.6,discusión,87.5%
3335,25.3%,15.6,maestra,87.5%
3336,25.3%,15.6,refiere,87.5%
3337,25.3%,15.2,listas,87.5%
3338,25.3%,15.0,recibo,87.5%
3339,25.3%,14.9,ofrezco,87.5%
3340,25.3%,14.8,tomaste,87.5%
3341,25.3%,14.6,canto,87.5%
3342,25.3%,14.3,empleado,87.5%
3343,25.3%,13.9,gane,87.5%
3344,25.3%,13.4,molestia,87.5%
3345,25.3%,13.2,cambiaron,87.5%
3346,25.3%,13.1,faltó,87.5%
3347,25.3%,13.0,interrumpir,87.5%
3348,25.3%,13.0,tuyas,87.5%
3349,25.3%,12.9,volvieron,87.5%
3350,25.3%,12.7,terminando,87.5%
3351,25.3%,12.5,quitado,87.5%
3352,25.3%,12.4,coincidencia,87.5%
3353,25.3%,12.4,imaginaba,87.5%
3354,25.3%,12.3,gas,87.5%
3355,25.3%,12.0,parezco,87.5%
3356,25.3%,11.9,emociones,87.5%
3357,25.3%,11.6,haberse,87.5%
3358,25.3%,11.3,arregla,87.5%
3359,25.3%,10.9,terror,87.5%
3360,25.3%,10.9,madera,87.5%
3361,25.3%,10.7,funcionan,87.5%
3362,25.3%,10.6,dámelo,87.5%
3363,25.3%,9.9,verano,87.5%
3364,25.3%,9.9,comemos,87.5%
3365,25.3%,8.8,generación,87.5%
3366,25.0%,38.6,pilas,87.5%
3367,25.0%,37.2,perdóneme,87.6%
3368,25.0%,33.0,mataste,87.6%
3369,25.0%,31.0,agencia,87.6%
3370,25.0%,30.6,chance,87.6%
3371,25.0%,25.9,suplico,87.6%
3372,25.0%,24.8,nieto,87.6%
3373,25.0%,24.4,argentina,87.6%
3374,25.0%,23.0,vais,87.6%
3375,25.0%,21.8,tristeza,87.6%
3376,25.0%,18.4,cuartos,87.6%
3377,25.0%,18.4,vestida,87.6%
3378,25.0%,18.0,fama,87.6%
3379,25.0%,17.9,tenerte,87.6%
